RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
93218,mp4010_22,849,278,2297,2128,,,unmatched,evo,爷爷本来都快回家了，现在却又说不知道什么时候才能回来……,空港が何度も封鎖されたのはクーデターのためだったんだね。,
93219,mp4010_22,851,290,2306,2152,,,unmatched,evo,哇～爷爷很快就要回家了！,知っていれば大人しく封鎖されたりしなかったんだけどなぁ。,
93220,mp4010_22,853,254,2310,2176,,,unmatched,evo,希望他能早点回来。,何はともあれ、無事に生誕祭が行われてよかったよ。,
93221,mp4010_22,861,278,849,278,,,unmatched,evo,这个飞艇坪曾一度被封锁，竟然是为了便于发动政变。,空港が何度も封鎖されたのはクーデターのためだったんだね。,
93222,mp4010_22,863,290,851,290,,,unmatched,evo,如果早知道是这样，才不会那么轻易就让它被封锁住呢。,知っていれば大人しく封鎖されたりしなかったんだけどなぁ。,
93223,mp4010_22,875,314,853,254,,,unmatched,evo,不管怎么说，终归还是平安地迎来了诞生庆典。,そういえば整備士のペイトンさんのところにシスターが尋ねてきたけど……,
93224,mp4010_22,877,326,861,278,,,unmatched,evo,这个飞艇坪曾一度被封锁，竟然是为了便于发动政变。,もしかして《アルセイユ》を軍に取られたショックで僧侶にでもなる気なのかなぁ？,
93225,mp4010_22,886,350,863,290,,,unmatched,evo,如果早知道是这样，才不会那么轻易就让它被封锁住呢。,はあ……,
93226,mp4010_22,888,362,875,314,,,unmatched,evo,说起来，前不久有一位修女去拜访了修理员佩顿师傅……,またしても王国軍が発着場を封鎖したんだ。,
93227,mp4010_22,890,374,877,326,,,unmatched,evo,难道说他因为《埃尔赛尤号》被军队带走而受了打击，准备出家做修道士了吗？,もういい加減にして欲しいものだね。,
93228,mp4010_22,899,398,886,350,,,unmatched,evo,唉……,今日の晩餐会に合わせてどうやら公爵が各地の有力者を集めたみたいですね。,
93229,mp4010_22,901,410,888,362,,,unmatched,evo,起降坪再一次被王国军给封锁了。,テロとか心配されてるのに大丈夫なのかなぁ……,
93230,mp4010_22,910,434,890,374,,,unmatched,evo,他们做得也有些太过分了吧。不知道什么叫适可而止吗？,ボースの空賊事件や最近の王国軍のおかげで飛行船公社は今期は大赤字ですよ。,
93231,mp4010_22,912,446,899,398,,,unmatched,evo,今天王城里的晚宴，公爵邀请的都是像各地市长这样有权有势的人。,何か１つくらい明るい話題はないんですかね。,
93232,mp4010_22,923,476,901,410,,,unmatched,evo,如果这时出现恐怖袭击，那该怎么办啊……,軍が街中の見張りを強化したみたいですね。,
93233,mp4010_22,925,524,910,434,,,unmatched,evo,托柏斯的空贼事件和王国军最近封锁政策的福，公社这个财政季度又是大赤字了。,《アルセイユ》の見張りも厳重に行うから協力しろって軍が言ってきたんです。,
93234,mp4010_22,927,536,912,446,,,unmatched,evo,最近就没有什么好一点的消息吗。,でも、軍に協力したところで公社に見返りがあるわけじゃないんだよなぁ。,
93235,mp4010_22,935,524,923,476,,,unmatched,evo,军方似乎加强了大街上的警戒。,《アルセイユ》の見張りも厳重に行うから協力しろって軍が言ってきたんです。,
93236,mp4010_22,937,536,925,524,,,unmatched,evo,因为看守《埃尔赛尤号》也是要重点加强的工作，军方还说要我们帮他们的忙。,でも、軍に協力したところで公社に見返りがあるわけじゃないんだよなぁ。,
93237,mp4010_22,951,566,927,536,,,unmatched,evo,不过即使协助军方，他们也不会给公社任何补贴吧。,地方では女王様の病気ってまだあまり知られてないのかな。,
93238,mp4010_22,953,626,935,524,,,unmatched,evo,因为看守《埃尔赛尤号》也是要重点加强的工作，军方还说要我们帮他们的忙。,知らないで生誕祭のために王都まで来ちゃう人も結構いるんです。,
93239,mp4010_22,955,590,937,536,,,unmatched,evo,不过即使协助军方，他们也不会给公社任何补贴吧。,でも、うちに文句を言われてもどうしようもないんだけどなぁ……,
93240,mp4010_22,963,614,951,614,,,unmatched,evo,其他地区的市民还不是很清楚女王陛下身体欠佳的事情吧。,地方には女王様の病気ってまだあまり知られてないのかな。,
93241,mp4010_22,965,626,953,626,,,unmatched,evo,所以仍然有很多人为了诞生庆典来到王都。,知らないで生誕祭のために王都まで来ちゃう人も結構いるんです。,
93242,mp4010_22,977,650,955,590,,,unmatched,evo,不过，就算在这里抱怨也无济于事啊……,王国軍の警備艇が各地方の発着場に強引に離着陸するから運行スケジュールが遅れているんです。,
93243,mp4010_22,979,662,963,614,,,unmatched,evo,其他地区的市民还不是很清楚女王陛下身体欠佳的事情吧。,この前、軍のせいで運行が遅れたばかりなのになぁ……,
93244,mp4010_22,988,686,965,626,,,unmatched,evo,所以仍然有很多人为了诞生庆典来到王都。,武術大会や生誕祭の期間は乗って行くお客さんより降りてくる人のほうが多いんです。,
93245,mp4010_22,990,698,977,650,,,unmatched,evo,因为王国军强行占用各地的起降坪，定期船运行时刻表都被打乱了。,苦情や迷子も増えるし気を引き締めていかなきゃなぁ。,
93246,mp4010_22,999,722,979,662,,,unmatched,evo,之前也是因为军队的行动而导致航班一推再推……,この空港には定期船の他にも王家の船である《アルセイユ》が停泊しているんです。,
93247,mp4010_22,1001,734,988,686,,,unmatched,evo,在武术大会和诞生庆典期间，与乘定期船外出的旅客数量相比，抵达这里的旅客要更多一些。,親衛隊が運用していた船だからクーデターの件以来、王国軍が接収しちゃいましたけどね。,
93248,mp4010_22,1012,812,990,698,,,unmatched,evo,抱怨的人和迷路的人也相应增多，必须要以饱满的精神来应对才行啊。,王国軍の検問のせいで運行スケジュールが滅茶苦茶です。,
93249,mp4010_22,1014,824,999,722,,,unmatched,evo,飞艇坪里除了定期船，还有其他的飞艇停泊在这里，比如《埃尔赛尤号》。,やれやれ、苦情を聞く側の身にもなってほしいですね。,
93250,mp4010_22,1016,788,1001,734,,,unmatched,evo,原本这是亲卫队使用的飞艇，但自从政变发生之后，就由王国军代为保管了。,こっちは悪くないのに何で謝らなくちゃならないんだ……,
93251,mp4010_22,1024,812,1012,812,,,unmatched,evo,因为王国军的盘查，原定的航行时刻表被搅乱得一塌糊涂。,王国軍の検問のせいで運行スケジュールが滅茶苦茶です。,
93252,mp4010_22,1026,824,1014,824,,,unmatched,evo,哎呀，真希望乘客们能够理解我们的难处啊。,やれやれ、苦情を聞く側の身にもなってほしいですね。,
93253,mp4010_22,1451,1050,1016,788,,,unmatched,evo,我们又没有什么过错，为何还一定要去赔礼道歉呢……,これでお客様に安全で快適な空の旅を楽しんでもらえるようになるといいですね。,
93254,mp4010_22,1460,1074,1024,812,,,unmatched,evo,因为王国军的盘查，原定的航行时刻表被搅乱得一塌糊涂。,困りましたね……,
93255,mp4010_22,1462,1086,1026,824,,,unmatched,evo,哎呀，真希望乘客们能够理解我们的难处啊。,開店休業状態で全く仕事ができないんです。,
93256,mp4010_22,1471,1110,1451,1050,,,unmatched,evo,这下乘客们可以放心地享受愉快舒适的空中旅行了。,チケットのキャンセルが相次いでいるんです。,
93257,mp4010_22,1473,1122,1460,1074,,,unmatched,evo,真叫人难办啊……,飛行船に乗れなくなっちゃったら当たり前なんですけどね。,
93258,mp4010_22,1482,1146,1462,1086,,,unmatched,evo,处于现在这种休业状态，什么事情也不能做。,何はともあれ武術大会が無事に終わってよかったですね。,
93259,mp4010_22,1491,1170,1471,1110,,,unmatched,evo,乘客们都纷纷回来退票了。,今日が大会の最終日でしたっけ？,
93260,mp4010_22,1493,1182,1473,1122,,,unmatched,evo,既然不能搭乘飞行船，退票也是应该的。,テロ事件があったとは言え盛り上がっていますよね。,
93261,mp4010_22,1504,1260,1482,1146,,,unmatched,evo,武术大会能顺利结束，这可比什么都好呀。,整備士のペイトンさんは《アルセイユ》の専属整備士なんですよ。,
93262,mp4010_22,1506,1224,1491,1170,,,unmatched,evo,今天是武术大会的最后一天吧。,クーデターの件以来、船を軍に接収されちゃったから落ち込んじゃってるんです。,
93263,mp4010_22,1508,1236,1493,1182,,,unmatched,evo,虽说之前发生了恐怖袭击事件，不过今年的武术大会还是很热闹。,あの船は確かに親衛隊が使っていましたがもともとは王家の専用船ですからね。,
93264,mp4010_22,1516,1260,1504,1260,,,unmatched,evo,修理员佩顿师傅是专门负责《埃尔赛尤号》的修理工作的。,整備士のペイトンさんは《アルセイユ》の専属整備士なんですよ。,
93265,mp4010_22,1518,1272,1506,1272,,,unmatched,evo,自从发生政变以来，飞船就被军方接管，很是让他郁闷呢。,クーデターの件以来、船を軍に接収されちゃったから落ち込んじゃってるんですよ。,
93266,mp4010_22,1530,1296,1508,1236,,,unmatched,evo,那艘飞艇以前是由亲卫队在使用，本来就是王家的御用飞艇呢。,アルセイユの関係で親衛隊の方たちとはよく話をしたんですけど……,
