RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
55890,mp0020,3633,3485,3633,,,,unmatched,evo,那是……导力回复装置吧。,あれは……オーブメントの回復装置だね。,
55891,mp0020,3635,3527,3635,,,,unmatched,evo,遇到危机的时候就在附近休息吧。,ピンチになったら近くで休もう。,
55892,mp0020,3642,3515,3642,,,,unmatched,evo,艾丝蒂尔，等一下。那边有导力回复装置。,エステル、ちょっと待って。あっちにオーブメントの回復装置がある。,
55893,mp0020,3644,3527,3644,,,,unmatched,evo,遇到危机的时候就在附近休息吧。,ピンチになったら近くで休もう。,
55894,mp0020,3650,,3650,,,,conflict,evo,嗯，明白！,うん、了解！,
55895,mp0020,4149,3994,4149,,,,unmatched,evo,……这么快就出现了呢。,……さっそく出たわね。,
55896,mp0020,4151,4006,4151,,,,unmatched,evo,这种程度的话──应该能速战速决。,このくらいなら──速攻で片付けられそうだ。,
55897,mp0020,4160,4060,4160,,,,unmatched,evo,上吧，艾丝蒂尔。,行くよ、エステル。,
55898,mp0020,4164,4084,4164,,,,unmatched,evo,嗯，速战速决吧！,ええ、さくっと終わらせましょ！,
55899,mp0020,4892,4567,4892,,,,unmatched,evo,哼哼，知道厉害了吧！,ふふん、おそれいったか！,
55900,mp0020,4903,,4903,,997,ch0020150530,exact,evo,辛苦了，艾丝蒂尔。,お疲れ、エステル。,お疲れ、エステル。
55901,mp0020,4905,,4905,,749,ch0020000560,vector_search (0.95),evo,那么，把刚才魔兽的情报记录在战斗手册上吧。,それじゃあ、今の魔獣の情報を戦闘手帳に記しておこうか。,今、戦った魔獣の情報を魔獣手帳に記しておこう。
55902,mp0020,4909,,4909,,750,ch0010000561,vector_search (0.93),evo,啊，对哦。,あっと、そうだった。,あっと、そうだったわね。
55903,mp0020,4923,4753,4923,,,,unmatched,evo,（沙沙沙……）好，这样就OK了。,（さらさらさら……）よしっ、これでオッケーね。,
55904,mp0020,5495,5364,5495,,,,unmatched,evo,和刚才一样的魔兽……虽然数量增加了，但应该没什么问题。,さっきと同じ魔獣……数は増えたけど問題なさそうね。,
55905,mp0020,5497,5376,5497,,,,unmatched,evo,嗯，这次也要注意躲避敌人的攻击。,ああ、次は敵の攻撃を避けることも意識していこう。,
55906,mp0020,6147,6040,6147,,,,unmatched,evo,啧！是增援吗。,ッ！　増援か。,
55907,mp0020,6150,6058,6150,,,,unmatched,evo,比刚才的要大只呢。──必须谨慎行事！,さっきのより大きいわね。──慎重に行かないと！,
55908,mp0020,7175,7022,7175,,,,unmatched,evo,这次的敌人看起来很敏捷呢……！,今度の敵はすばしっこそうね……！,
55909,mp0020,7177,,7177,,756,ch0020000565,exact,evo,有些魔兽比较特殊，用武器攻击很难产生效果。,相手によっては武器での攻撃が通用しないこともあるよ。,相手によっては武器での攻撃が通用しないこともあるよ。
55910,mp0020,7179,7046,7179,,,,unmatched,evo,从现在开始也使用魔法吧。,ここからはアーツも使っていこう。,
55911,mp0020,7181,7058,7181,,,,unmatched,evo,不过魔法需要驱动时间。──从一开始就要切换战术了！,ただし駆動時間が必要だ。──最初から戦術を切り替えて行くよ！,
55912,mp0020,7183,7070,7183,,,,unmatched,evo,好！,おう！,
55913,mp0020,8028,7841,8028,,,,unmatched,evo,数量有点多啊……想找机会突破呢。,やや数が多いな……なんとか隙を突きたい所だけど。,
55914,mp0020,8036,7889,8036,,,,unmatched,evo,那就多多使用战技吧！,ならクラフト(戦技)をどんどん使いましょ！,
55915,mp0020,8039,7907,8039,,,,unmatched,evo,嗯，不过不能连续使用。──一边扰乱敌人一边各个击破吧！,ああ、流石に連発はできないけどね。──敵を翻弄しつつ切り崩そう！,
55939,mp0020,10991,,10991,,805,ch0010150054,normalized,evo,唔～原来如此。,ふ～ん、なるほど。,ふ〜ん、なるほど。
55940,mp0020,10993,,10993,,806,ch0010150055,blockwise,evo,从排水沟那里看到的发光物体应该就是这个了。,排水溝から見えた光はどうもこれだったみたいね。,排水溝から見えた光はどうもこれだったみたいね。
55941,mp0020,10996,,10996,,807,ch0020150056,blockwise,evo,是啊。,そうみたいだね。,そうみたいだね。
55942,mp0020,10998,,10998,,808,ch0020150057,blockwise,evo,原来是结晶回路的碎片……怪不得会发出这么亮的光。,クオーツの欠片か……道理でよく光るはずだよ。,クオーツの欠片か……道理でよく光るはずだよ。
55943,mp0020,11007,,11007,,809,ch0010150058,blockwise,evo,光泽好美啊。,ほんとにキレイな光ね。,ほんとにキレイな光ね。
55944,mp0020,11009,,11009,,810,ch0010150059,blockwise,evo,这也是用七耀石制成的东西吗？,これも七耀石でできてるのよね？,これも七耀石（セプチウム）でできてるのよね？
55945,mp0020,11012,,11012,,811,ch0020150060,blockwise,evo,这样说倒也没错……,すごく大雑把に言えばそういうことになるけど……,すごく大雑把に言えばそういうことになるけど……
55946,mp0020,11014,,11014,,812,ch0020150061,blockwise,evo,好啦，回去之后再和你细说吧。,ま、その辺りの説明は後回しにした方がよさそうだね。,ま、その辺りの説明は後回しにした方がよさそうだね。
55947,mp0020,11016,,11016,,813,ch0020150062,blockwise,evo,一直站在这种地方说话，感觉可不太舒服。,こんな場所で立ち話なんてあんまり気がすすまないから。,こんな場所で立ち話なんてあんまり気がすすまないから。
55948,mp0020,11018,,11018,,814,ch0010150063,blockwise,evo,哦，也是。,おっと、そうね。,おっと、そうね。
55949,mp0020,11021,,11021,,815,ch0010150064,blockwise,evo,这种地方的确不宜久留。,確かに長居する場所じゃないわね。,確かに長居する場所じゃないわね。
55950,mp0020,11163,11142,11163,,,,unmatched,evo,铁门已经生锈，无法打开。,扉は錆びついて開きそうにない。,
