RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
95238,mp4030,4753,,21974,,9174,ch0040131015,blockwise,evo,只是在撞到楼梯柱时受惊过度，才会吓晕过去。不会有事的。,さてと……,さてと……
95239,mp4030,4755,,21981,,9175,ch0040131016,blockwise,evo,各、各位……真是太感谢你们了。,例の隠し水路の場所を確認した方が良さそうだね。,例の隠し水路の場所を確認した方が良さそうだね。
95240,mp4030,4760,,21984,,9176,ch0020131017,blockwise,evo,此恩此德，我永生不忘！,そうですね……ちょっと待っててください。,そうですね……ちょっと待っててください。
95241,mp4030,4802,,4753,,9161,ch0080131018,blockwise,evo,那么……,今、俺達がいるのが左下の階段マークの所で……,今、俺達がいるのが左下の階段マークの所で……
95242,mp4030,4808,,4755,,9177,ch0080131025,blockwise,evo,我们这就确认一下那个隐藏水道的位置吧。,今、俺達がいるのが右下の階段マークの所で……,今、俺達がいるのが右下の階段マークの所で……
95243,mp4030,4813,,4760,,9178,ch0080131019,blockwise,evo,好的……等我把地图拿出来。,中央の「＝」が付いている所が隠し水路の入口ってわけだな。,中央の「＝」が付いている所が隠し水路の入口ってわけだな。
95244,mp4030,4817,,4802,,9179,ch0020131020,blockwise,evo,我们现在所处的位置对应左下角的楼梯标记……,はい……,はい……
95245,mp4030,4819,,4808,,9180,ch0020131021,blockwise,evo,我们现在所处的位置对应右下角的楼梯标记……,まずは、この場所に行ってあたりの壁を調べてみましょう。,まずは、この場所に行ってあたりの壁を調べてみましょう。
95246,mp4030,6161,,4813,,9192,ch0020131029,blockwise,evo,地图中央那个标有『＝』的地方应该就是隐藏水路的入口。,このあたりが地図にある「＝」の場所ですね。,このあたりが地図にある「＝」の場所ですね。
95247,mp4030,6171,,4817,,9193,ch0080131030,blockwise,evo,好的……,ふむ、見たところ何の仕掛けもなさそうだが……,ふむ、見たところ何の仕掛けもなさそうだが……
95248,mp4030,6173,,4819,,9194,ch0080131031,blockwise,evo,我们首先要去调查那个地方的墙壁。,さすがは王家の仕掛けだな。,さすがは王家の仕掛けだな。
95249,mp4030,6176,,6161,,9195,ch0040131032,blockwise,evo,这里应该就是地图上标有『＝』的地点了。,ねっちり、みっちりと調べてみるしかなさそうだねぇ。,ねっちり、みっちりと調べてみるしかなさそうだねぇ。
95250,mp4030,6184,,6171,,9196,ch0020131033,blockwise,evo,唔，但并没看到什么机关装置……,……まずは僕が調べてみます。,……まずは僕が調べてみます。
95251,mp4030,6234,,6173,,9197,ch0020131034,blockwise,evo,真不愧是王族设计的隐蔽机关啊。,あった……これだ。,あった……これだ。
95252,mp4030,6267,,6176,,9198,ch0080131035,blockwise,evo,看来也只能在这一带仔仔细细地调查一番了。,お見事。,お見事。
95253,mp4030,6278,,6184,,9199,ch0040131036,blockwise,evo,……先让我试试看吧。,ふーん、大したものだ。,ふーん、大したものだ。
95254,mp4030,6280,,6234,,9200,ch0040131037,blockwise,evo,找到了……是这里。,こういう仕掛けを見つけるコツでもあるのかい？,こういう仕掛けを見つけるコツでもあるのかい？
95255,mp4030,6292,,6267,,9201,ch0020131038,blockwise,evo,干得漂亮。,コツというか……単なる慣れだと思います。,コツというか……単なる慣れだと思います。
95256,mp4030,6294,,6278,,9202,ch0020131039,blockwise,evo,嗯，真厉害。,自然と指先が探り当てるんです。,自然と指先が探り当てるんです。
95257,mp4030,6296,,6280,,9203,ch0040131040,blockwise,evo,你是怎么发现这种机关的？有什么窍门吗？,自然とねえ……,自然とねえ……
95258,mp4030,6305,,6292,,9204,ch0040131041,blockwise,evo,倒也没有什么窍门……只是很熟悉这种事情而已。,ヨシュア君って、その昔、伝説の少年怪盗をしていたとか？,ヨシュア君って、その昔、伝説の少年怪盗をしていたとか？
95259,mp4030,6307,,6294,,9205,ch0040131042,blockwise,evo,用指尖摸索一下，就能自然而然地发现了。,活劇物とかに出てくるようなやつ。,活劇物とかに出てくるようなやつ。
95260,mp4030,6310,,6296,,9206,ch0020131043,blockwise,evo,自然而然地发现吗……,あのですね……,あのですね……
95261,mp4030,6321,,6305,,9207,ch0080131044,blockwise,evo,约书亚，你以前的身份是不是传说中的少年怪盗？,時間がない。とっとと行くとしようぜ。,時間がない。とっとと行くとしようぜ。
95262,mp4030,6330,,6307,,9208,ch0080131045,blockwise,evo,就是在武打戏剧中经常出现的那种角色。,ここからが本番だからな。,ここからが本番だからな。
95263,mp4030,7110,6764,6310,,,,unmatched,evo,你可真是……,扉の先は石の壁で塞がれている。,
95264,mp4030,7124,,6321,,9213,ch0040131046,blockwise,evo,没时间了，我们赶快行动吧。,おっと……ひょっとしてここが終点かな？,おっと……ひょっとしてここが終点かな？
95265,mp4030,7152,,6330,,9214,ch0020131047,blockwise,evo,真正的挑战还在后面。,ええ、さっきと同じ隠し扉のスイッチがあります。,ええ、さっきと同じ隠し扉のスイッチがあります。
95266,mp4030,7154,,7110,,9215,ch0080131048,blockwise,evo,前方的路被石壁挡住了。,ふむ、だったら正午までここで待機した方が良さそうだな。,ふむ、だったら正午までここで待機した方が良さそうだな。
95267,mp4030,7169,6764,7124,,,,unmatched,evo,哦……莫非这里就是终点了？,扉の先は石の壁で塞がれている。,
95268,mp4030,7212,,7152,,9217,ch0080131049,blockwise,evo,嗯，和之前那个场所一样，有暗门的开关。,よし……正午までここで待機するぞ。,よし……正午までここで待機するぞ。
95269,mp4030,7214,,7154,,9218,ch0080131050,blockwise,evo,唔……既然如此，在正午到来之前，我们就在这里等候吧。,時間が来たら一気に突入する。,時間が来たら一気に突入する。
95270,mp4030,7217,,7169,,9219,ch0040131051,blockwise,evo,前方的路被石壁挡住了。,やれやれ、今のうちに身体を休めておくとしようか。,やれやれ、今のうちに身体を休めておくとしようか。
95271,mp4030,7773,7612,7212,,,,unmatched,evo,好……就在这里等候到正午吧。,凶暴な魔獣の群れが徘徊している。,
95272,mp4030,8695,8545,7214,,,,unmatched,evo,时间一到，就一口气冲出去。,大型の魔獣が徘徊している。,
