RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
85902,mp4000_ev,16421,,13379,,45895,ch4190100541,blockwise,evo,呀，竟然在这种地方见面了。,おい、あんたたち！,おい、あんたたち！
85903,mp4000_ev,16516,,13403,,45896,ch0010100542,blockwise,evo,杰尼丝王立学园社会系的克萝赛·琳兹同学……,（あれっ……？）,（あれっ……？）
85904,mp4000_ev,16518,,13413,,45897,ch0020100543,blockwise,evo,能和你谈谈吗？,（軍の部隊みたいだね……）,（軍の部隊みたいだね……）
85905,mp4000_ev,16523,,16421,,45898,ch4190100544,blockwise,evo,喂，你们等一下！,あんたたち。エルベ離宮の見物は禁止だぞ。,あんたたち。エルベ離宮の見物は禁止だぞ。
85906,mp4000_ev,16525,,16516,,45899,ch4190100545,blockwise,evo,（哎……？）,先日、グランセル市街に布告があったばかりだろう？,先日、グランセル市街に布告があったばかりだろう？
85907,mp4000_ev,16548,,16518,,45900,ch0010100546,blockwise,evo,（好像是军人……）,？？？,？？？
85908,mp4000_ev,16550,,16523,,45901,ch0020100547,blockwise,evo,你们听好，艾尔贝离宫现在禁止参观。,あの……僕たちは王都民ではありません。,あの……僕たちは王都民ではありません。
85909,mp4000_ev,16552,,16525,,45902,ch0020100548,blockwise,evo,前几天已经在格兰赛尔城内张贴了公告。,先ほどセントハイム門を抜けてグランセルに向かう途中なんです。,先ほどセントハイム門を抜けてグランセルに向かう途中なんです。
85910,mp4000_ev,16566,,16548,,45903,ch2440100549,blockwise,evo,？？？,なんだ、旅行者か……,なんだ、旅行者か……
85911,mp4000_ev,16575,,16550,,45904,ch2490100550,blockwise,evo,那个……我们并不是王都的市民。,テロリスト騒ぎの最中に徒歩で街道を旅行とはな……,テロリスト騒ぎの最中に徒歩で街道を旅行とはな……
85912,mp4000_ev,16577,,16552,,45905,ch2490100551,blockwise,evo,我们刚刚通过圣海姆门，正要去格兰赛尔呢。,ずいぶんノンキなもんだぜ。,ずいぶんノンキなもんだぜ。
85913,mp4000_ev,16605,,16566,,45906,ch0010100552,blockwise,evo,怎么，原来是游客啊……,えっと……テロリストの話はともかく。,えっと……テロリストの話はともかく。
85914,mp4000_ev,16608,,16575,,45907,ch0010100553,blockwise,evo,恐怖分子最近闹得这么凶，你们竟然还敢在郊外逛……,《エルベ離宮》って何なの？,《エルベ離宮》って何なの？
85915,mp4000_ev,16614,,16577,,45908,ch0150100554,blockwise,evo,还真是天不怕地不怕啊。,たしか、東の方にあるリベール王家の小宮殿でしたね。,たしか、東の方にあるリベール王家の小宮殿でしたね。
85916,mp4000_ev,16618,,16605,,45909,ch0150100555,blockwise,evo,那个……先不说什么恐怖分子。,普段は、市民の憩いの場所として解放されていると聞きましたが？,普段は、市民の憩いの場所として解放されていると聞きましたが？
85917,mp4000_ev,16626,,16608,,45910,ch4190100556,blockwise,evo,《艾尔贝离宫》是什么呢？,生憎だが、今は立入禁止だ。,生憎だが、今は立入禁止だ。
85918,mp4000_ev,16629,,16614,,45911,ch4190100557,blockwise,evo,记得是东边那座归利贝尔王族所有的小型宫殿。,テロ事件の捜査本部にするため軍が使わせてもらっているのさ。,テロ事件の捜査本部にするため軍が使わせてもらっているのさ。
85919,mp4000_ev,16635,,16618,,45912,ch0020100558,blockwise,evo,我听说那里一直对外开放，是市民们的休息场所啊。,捜査本部、ですか……,捜査本部、ですか……
85920,mp4000_ev,16644,,16626,,45913,ch4190100559,blockwise,evo,不好意思，现在禁止入内。,離宮周辺の道は立入禁止にはなっていないが……,離宮周辺の道は立入禁止にはなっていないが……
85921,mp4000_ev,16646,,16629,,45914,ch4190100560,blockwise,evo,那里已被军队接管，暂时充当恐怖袭击事件的调查总部。,テロリストに間違えられたくなかったら近寄らない方が身のためだぞ。,テロリストに間違えられたくなかったら近寄らない方が身のためだぞ。
85922,mp4000_ev,16724,,16635,,45915,ch0150100561,blockwise,evo,调查总部吗……,物々しい雰囲気ですねぇ。,物々しい雰囲気ですねぇ。
85923,mp4000_ev,16726,,16644,,45916,ch0150100562,blockwise,evo,离宫周边的区域倒是没有戒严……,私、近寄るなと言われるとかえって近寄りたくなるんですけど。,私、近寄るなと言われるとかえって近寄りたくなるんですけど。
85924,mp4000_ev,16729,,16646,,45917,ch0150100563,blockwise,evo,不过，如果你们不想被误认成恐怖分子，最好还是别靠近这一带。,どうです、ここは寄り道して離宮の近くまで行ってみませんか？,どうです、ここは寄り道して離宮の近くまで行ってみませんか？
85925,mp4000_ev,16744,,16724,,45918,ch0010100564,blockwise,evo,真是戒备森严啊。,う、うーん……好奇心は刺激されるんだけど。,う、うーん……好奇心は刺激されるんだけど。
85926,mp4000_ev,16748,,16726,,45919,ch0020100565,blockwise,evo,越说不让靠近，我就越想过去看个究竟。,警告されたばかりだし今は止めておきましょう。,警告されたばかりだし今は止めておきましょう。
85927,mp4000_ev,16752,,16729,,45920,ch0020100566,blockwise,evo,对了，我们干脆绕个远路，去离宫附近看看吧？,兵士たちが言っていた通りテロリストがいるかもしれません。,兵士たちが言っていた通りテロリストがいるかもしれません。
85928,mp4000_ev,16764,,16744,,45921,ch0010100567,blockwise,evo,唔……虽然我的好奇心也被勾起来了，但还是……,え、でもあれって……,え、でもあれって……
85929,mp4000_ev,16766,,16748,,45922,ch0010100568,blockwise,evo,士兵刚刚警告过我们，这次还是不要去了。,情報部がしでかしたことを親衛隊や遊撃士のせいに……,情報部がしでかしたことを親衛隊や遊撃士のせいに……
85930,mp4000_ev,16782,,16752,,45923,ch0020100569,blockwise,evo,而且，也许正如那些士兵所说，真的有恐怖分子埋伏在那里呢。,エステル！,エステル！
85931,mp4000_ev,16785,,16764,,45924,ch0020100570,blockwise,evo,哎？但那不是……,（できればそのことは  あまり口外しない方がいい。）,（できればそのことはあまり口外しない方がいい。）
