RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
92560,mp4010_17,2940,2287,10539,,,,unmatched,evo,非常感谢你们。,ふふ、今回もナイアル君にはやられちゃったわね。,
92561,mp4010_17,2942,2299,10542,,,,unmatched,evo,不，该说谢谢的是我们！,まったく、いつもどうやってネタを仕入れるのか今度教えてもらおうかしら。,
92562,mp4010_17,2951,2323,10545,,,,unmatched,evo,我会好好使用的。,何だか街の様子が妙ね……,
92563,mp4010_17,2960,2347,2940,,,,unmatched,evo,呵呵，这次又输给奈尔了。,ナイアル君も新人の頃から無茶してきたからね。,
92564,mp4010_17,2962,2359,2942,,,,unmatched,evo,真是的，他怎么总能搞到大新闻，有机会时一定要请教请教他。,だからこそ、あんなにスクープをものにできるんでしょうけど。,
92565,mp4010_17,2973,2389,2951,,,,unmatched,evo,街上的情况很奇怪……,リシャール大佐は立派だけど情報部や特務兵たちってどうも気に食わないわ。,
92566,mp4010_17,2975,2401,2960,,,,unmatched,evo,奈尔刚来杂志社的时候就很莽撞。,特にあのキツネ目の女大尉はハラが立つったらありゃしない。,
92567,mp4010_17,2977,2449,2962,,,,unmatched,evo,但正因为如此，他才能挖掘到那么多独家新闻。,必ずイヤミを１つ２つ言って去って行くのよね。,
92568,mp4010_17,2985,2437,2973,,,,unmatched,evo,理查德上校倒是很不错，但情报部和那些特务兵就让人不敢恭维了。,あのキツネ目の女大尉はものすごくハラ立つわ。,
92569,mp4010_17,2987,2449,2975,,,,unmatched,evo,特别是那个长着狐狸眼睛的女上尉，实在是让人生气。,必ずイヤミを１つ２つ言って去って行くのよね。,
92570,mp4010_17,2999,2473,2977,,,,unmatched,evo,走之前都不忘挖苦别人。,ふーっ、情報部の目が厳しくて取材も満足に行えないの。,
92571,mp4010_17,3001,2485,2985,,,,unmatched,evo,那个狐狸眼睛的女上尉真让人生气。,あれじゃ、まるでエレボニア帝国の憲兵だわ。,
92572,mp4010_17,3012,2515,2987,,,,unmatched,evo,走之前都不忘挖苦别人。,編集長は不思議な人よ。,
92573,mp4010_17,3014,2563,2999,,,,unmatched,evo,呼，情报部的监管非常严，都不能尽情地取材。,私もナイアル君も雑誌記事の方針をめぐってよく編集長に食ってかかるけど……,
92574,mp4010_17,3016,2575,3001,,,,unmatched,evo,这简直就像埃雷波尼亚帝国的宪兵一样。,いつもあのニコニコ顔になだめすかされて懐柔されちゃうのよねぇ。,
92575,mp4010_17,3024,2563,3012,,,,unmatched,evo,总编真是一个不可思议的人。,私もナイアル君も雑誌記事の方針をめぐってよく編集長に食ってかかるけど……,
92576,mp4010_17,3026,2575,3014,,,,unmatched,evo,我和奈尔常会为了杂志报道的方针和总编争辩。,いつもあのニコニコ顔になだめすかされて懐柔されちゃうのよねぇ。,
92577,mp4010_17,3040,2653,3016,,,,unmatched,evo,总编总会笑眯眯地和我们周旋，每次都能说服我们。,ナイアル君が朝まで何か調べものしてたみたいだけど……,
92578,mp4010_17,3042,2665,3024,,,,unmatched,evo,我和奈尔常会为了杂志报道的方针和总编争辩。,もしかして何かいいネタでも見つけたのかしら。,
92579,mp4010_17,3044,2629,3026,,,,unmatched,evo,总编总会笑眯眯地和我们周旋，每次都能说服我们。,うーん、先輩としてもこのまま負けていられないわね。,
92580,mp4010_17,3052,2653,3040,,,,unmatched,evo,直到今天早上，奈尔还在调查着什么……,ナイアル君が朝まで何か調べものしてたみたいだけど……,
92581,mp4010_17,3054,2665,3042,,,,unmatched,evo,难道发现了好的新闻线索？,もしかして何かいいネタでも見つけたのかしら。,
92582,mp4010_17,3066,2689,3044,,,,unmatched,evo,唔～作为前辈，我不能输给他。,ふーっ、今年は団体戦だけあってなかなか撮影が難しいわ。,
92583,mp4010_17,3068,2701,3052,,,,unmatched,evo,直到今天早上，奈尔还在调查着什么……,できれば腕のいいカメラマンに担当を代わってほしいんだけどなぁ……,
92584,mp4010_17,3079,2731,3054,,,,unmatched,evo,难道发现了好的新闻线索？,今日から大会はいよいよ本戦ね。,
92585,mp4010_17,3081,2779,3066,,,,unmatched,evo,呼～今年改成了团体赛，拍照难度很大啊。,リベール通信では武術大会の特集号を企画しているのよ。,
92586,mp4010_17,3083,2791,3068,,,,unmatched,evo,真想找个优秀的摄影师替我拍摄……,頑張って取材しなくちゃ。,
92587,mp4010_17,3091,2779,3079,,,,unmatched,evo,终于等到大会的正赛了。,リベール通信では武術大会の特集号を企画しているのよ。,
92588,mp4010_17,3093,2791,3081,,,,unmatched,evo,利贝尔通信正在准备出版武术大会的特刊。,頑張って取材しなくちゃ。,
92589,mp4010_17,3107,2869,3083,,,,unmatched,evo,必须要努力取材。,あいかわらずナイアル君ったら鉄砲玉ね。,
