RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
70729,mp2051_02,2948,,2948,2575,26011,ch0390070175,blockwise,evo,啊，是你们几个……,まあ、あなたたち……,まあ、あなたたち……
70730,mp2051_02,2950,,2950,2587,25598,ch0390070176,blockwise,evo,我从旅馆的人那里听说了。你们已经把那些犯人抓住了吧。,宿の人から聞きましたよ。犯人を捕まえてくれたそうですね。,宿の人から聞きましたよ。犯人を捕まえてくれたそうですね。
70731,mp2051_02,2952,,2952,2599,26013,ch0390070177,blockwise,evo,总是给你们添麻烦，我该怎么感谢你们才好呢。,本当にお世話になってばかりで何とお礼を言っていいのでしょうか。,本当にお世話になってばかりで何とお礼を言っていいのでしょうか。
70732,mp2051_02,2954,,2954,2611,25600,ch0010070178,blockwise,evo,您、您这么说，我们会不好意思的。,そ、そんなふうに言われると照れちゃうな。,そ、そんなふうに言われると照れちゃうな。
70733,mp2051_02,2956,,2956,2623,25601,ch0010070179,blockwise,evo,而且……,それに……,それに……
70734,mp2051_02,2958,,2958,2635,25602,ch0010070180,blockwise,evo,（嗯……现在还是不要　把实情说出来比较好啊……）,（うーん、本当のことは　まだ言わないほうがいいよね……）,（うーん、本当のことはまだ言わないほうがいいよね……）
70735,mp2051_02,2960,,2960,2647,26017,ch0020070181,blockwise,evo,……我们还要报告工作情况，所以现在要先回卢安。,……僕たちは一旦報告のためにルーアンへ戻ります。,……僕たちは一旦報告のためにルーアンへ戻ります。
70736,mp2051_02,2962,,2962,2659,26018,ch0020070182,blockwise,evo,犯人们如今在卡露娜小姐的严密监视之下，请你们放心。,犯人たちはカルナさんが厳重に監視してくれていますのでどうか安心して下さい。,犯人たちはカルナさんが厳重に監視してくれていますのでどうか安心して下さい。
70737,mp2051_02,2964,,2964,2671,26019,ch0390070183,blockwise,evo,嗯，真的非常感谢你们……,ええ、本当にありがとう……,ええ、本当にありがとう……
70738,mp2051_02,2972,,2972,2695,26020,ch0390070184,blockwise,evo,最近我总是给你们添麻烦，我该怎么感谢你们才好呢。,あなたたちにはお世話になってばかりで何とお礼を言っていいのでしょうか。,あなたたちにはお世話になってばかりで何とお礼を言っていいのでしょうか。
70739,mp2051_02,2984,2719,2984,2719,,,unmatched,evo,特蕾莎院长安静地睡着。,テレサ院長は静かに眠っている。,
70740,mp2051_02,2995,,2995,2749,25608,ch0390050988,blockwise,evo,哎呀，是你们几个啊……,あら、あなたたち……,あら、あなたたち……
70741,mp2051_02,2997,,2997,2809,26023,ch0390050989,blockwise,evo,这段时间真的帮了我们大忙啊。,この間は本当に色々とお世話になりました。,この間は本当に色々とお世話になりました。
70742,mp2051_02,2999,,2999,2773,25610,ch0390050990,blockwise,evo,玛诺利亚村的村民也对我们非常好……,マノリアの方たちにもよくしていただいていますし……,マノリアの方たちにもよくしていただいていますし……
70743,mp2051_02,3001,,3001,2821,25611,ch0390050991,blockwise,evo,真的要感谢大家才行。,皆様には本当に感謝しなければいけませんね。,皆様には本当に感謝しなければいけませんね。
70744,mp2051_02,3009,,3009,2809,25612,ch0390050992,blockwise,evo,这段时间真的帮了我们大忙啊。,この間は本当に色々とお世話になりました。,この間は本当に色々とお世話になりました。
70745,mp2051_02,3011,,3011,2821,25613,ch0390050993,blockwise,evo,真的要感谢大家才行。,皆様には本当に感謝しなければいけませんね。,皆様には本当に感謝しなければいけませんね。
