RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
75122,mp3000_ev,8443,,7551,7442,32744,ch0010071044,blockwise,evo,我也有同感。,さてと、美味しい朝食もごちそうになっちゃったし……,さてと、美味しい朝食もごちそうになっちゃったし……
75123,mp3000_ev,8448,,8443,8227,32745,ch0010071045,blockwise,evo,嘿嘿～美味的早饭已经享用完了……,中央工房に行くとしますか。,中央工房に行くとしますか。
75124,mp3000_ev,8450,,8448,8257,32746,ch0020071046,blockwise,evo,我们这就去中央工房吧。,その前に、できれば一度、ギルドに寄った方がいいかもね。,その前に、できれば一度、ギルドに寄った方がいいかもね。
75125,mp3000_ev,8453,,8450,8269,32747,ch0020071047,blockwise,evo,在此之前，我们先回游击士协会一趟吧。,念のため、昨日の一件について報告した方がいいかもしれない。,念のため、昨日の一件について報告した方がいいかもしれない。
75126,mp3000_ev,8456,,8453,8287,32748,ch0010071048,blockwise,evo,为了慎重起见，还是向雾香小姐报告昨天的事比较好。,あ、それもそっか……,あ、それもそっか……
75127,mp3000_ev,8464,,8456,8305,32749,ch0010071049,blockwise,evo,啊，也对……,ねえ、ティータちゃん。ちょっと寄り道してもいいかな？,ねえ、ティータちゃん。ちょっと寄り道してもいいかな？
75128,mp3000_ev,8467,,8464,8353,32750,ch0070071050,blockwise,evo,缇妲，稍微绕个道好吗？,はい、もちろんです。,はい、もちろんです。
75129,mp3000_ev,10144,,8467,8371,34056,ch1970071394,blockwise,evo,好的，当然可以。,よう、飛行船をご利用かい？,よう、飛行船をご利用かい？
75130,mp3000_ev,10146,,10144,8701,34057,ch1970071395,blockwise,evo,哟！是来乘坐飞行船的吗？,西回りの定期船ならちょうど出たところだが……,西回りの定期船ならちょうど出たところだが……
75131,mp3000_ev,10155,,10146,8713,34058,ch0010071396,blockwise,evo,西向航线的定期船刚刚开走……,ううん。飛行船に乗るわけじゃないわ。,ううん。飛行船に乗るわけじゃないわ。
75132,mp3000_ev,10159,,10155,8767,34059,ch0010071397,blockwise,evo,哦，我们不是来坐飞行船的。,グスタフ整備長っていう人に頼みたいことがあるんだけど。,グスタフ整備長っていう人に頼みたいことがあるんだけど。
75133,mp3000_ev,10162,,10159,8791,34060,ch1970071398,blockwise,evo,我们有事找格斯塔夫维修长。,なんだ、オヤジさんに用か。,なんだ、オヤジさんに用か。
75134,mp3000_ev,10164,,10162,8809,33274,ch1970071364,blockwise,evo,怎么，要找老大啊。,オヤジさんなら今、ここにはいないけど……,オヤジさんなら今、ここにはいないけど……
75135,mp3000_ev,10167,,10164,8821,33275,ch0010071365,blockwise,evo,但老大现在不在这里……,えっ、出かけてるの？,えっ、出かけてるの？
75136,mp3000_ev,10174,,10167,8839,33276,ch1970071366,blockwise,evo,哎，出去了吗？,ああ、ここ２、３日、レイストン要塞に行っているんだ。,ああ、ここ２、３日、レイストン要塞に行っているんだ。
75137,mp3000_ev,10177,,10174,8881,33277,ch1970071367,blockwise,evo,嗯，这两三天，他一直在雷斯顿要塞。,なんか急に、軍用警備艇のメンテナンスの依頼が入ってね。,なんか急に、軍用警備艇のメンテナンスの依頼が入ってね。
75138,mp3000_ev,10183,,10177,8899,34065,ch0010071403,blockwise,evo,好像是突然接到了维修军用警备飞艇的委托。,レイストン要塞っていうと……,レイストン要塞っていうと……
75139,mp3000_ev,10191,,10183,8935,34066,ch0020071404,blockwise,evo,说到雷斯顿要塞……,ヴァレリア湖畔にある王国軍最大の軍事基地だよ。,ヴァレリア湖畔にある王国軍最大の軍事基地だよ。
75140,mp3000_ev,10196,,10191,8983,34067,ch0020071405,blockwise,evo,是位于瓦雷利亚湖畔的王国军最大的军事基地。,ツァイス地方の北側だね。,ツァイス地方の北側だね。
75141,mp3000_ev,10199,,10196,9013,34068,ch0010071406,blockwise,evo,就在蔡斯地区的北面。,う～ん、それじゃあ簡単には戻ってこれなさそうね。,う〜ん、それじゃあ簡単には戻ってこれなさそうね。
75142,mp3000_ev,10203,,10199,9031,34069,ch0010071407,blockwise,evo,唔～看来维修长不会在短时间内回来啊。,博士の用事、どうしよう？,博士の用事、どうしよう？
75143,mp3000_ev,10214,,10203,9055,34070,ch1970071408,blockwise,evo,博士要的东西该怎么办呢？,何の用事か知らないけどそろそろ戻ってくると思うぜ？,何の用事か知らないけどそろそろ戻ってくると思うぜ？
75144,mp3000_ev,10216,,10214,9121,34071,ch1970071409,blockwise,evo,虽然不知道你们有什么事，但他应该快回来了。,さっき通信で連絡があったし……,さっき通信で連絡があったし……
75145,mp3000_ev,10238,,10216,9133,34072,ch0010071410,blockwise,evo,他不久前联络过这里……,あれ……次の定期船がもう来たの？,あれ……次の定期船がもう来たの？
75146,mp3000_ev,10249,,10238,9265,34073,ch1970071411,blockwise,evo,咦……下一班定期船已经来了？,いや、噂をすればってやつさ。,いや、噂をすればってやつさ。
75147,mp3000_ev,10313,,10249,9331,34075,ch0010071413,blockwise,evo,啊，真是说来就来。,オレンジ色の定期船……,オレンジ色の定期船……
75148,mp3000_ev,10315,,10313,9715,34076,ch0010071414,blockwise,evo,橙色的定期船……,あれれ。そんな定期船あったっけ？,あれれ。そんな定期船あったっけ？
75149,mp3000_ev,10318,,10315,9727,34077,ch0020071415,blockwise,evo,哎，有那样的定期船吗？,いや……定期船じゃなさそうだね。,いや……定期船じゃなさそうだね。
75150,mp3000_ev,10323,,10318,9745,34078,ch0020071416,blockwise,evo,不……好像不是定期船。,ところどころ形状が違うし作業用のアームも付いている。,ところどころ形状が違うし作業用のアームも付いている。
75151,mp3000_ev,10327,,10323,9775,34079,ch0010071417,blockwise,evo,很多地方的形状都和定期船不同，而且还带有作业用的扶手。,あ、たしかに……,あ、たしかに……
75152,mp3000_ev,10341,,10327,9799,34080,ch1970071418,blockwise,evo,啊，的确……,中央工房が所有している工房船《ライプニッツ号》だ。,中央工房が所有している工房船《ライプニッツ号》だ。
75153,mp3000_ev,10343,,10341,9883,34081,ch1970071419,blockwise,evo,这是中央工房的工房船《莱普尼兹号》。,定期船と同型なんだけど色々な設備が追加してあってな。,定期船と同型なんだけど色々な設備が追加してあってな。
75154,mp3000_ev,10346,,10343,9895,34082,ch1970071420,blockwise,evo,虽然和定期船是相同型号，但增加了各种设备。,大型設備のメンテナンスや製品の運搬などに使われるのさ。,大型設備のメンテナンスや製品の運搬などに使われるのさ。
75155,mp3000_ev,10349,,10346,9913,34083,ch0010071421,blockwise,evo,主要用于维护大型设备和运输货品。,へ～！空飛ぶ工房ってやつね。,へ〜！空飛ぶ工房ってやつね。
75156,mp3000_ev,10352,,10349,9931,34084,ch0010071422,blockwise,evo,哎～！也就是在天上飞的工房啊。,あ、それじゃあ、あの船に整備長さんが乗っているんだ？,あ、それじゃあ、あの船に整備長さんが乗っているんだ？
75157,mp3000_ev,10359,,10352,9949,34085,ch1970071423,blockwise,evo,啊，也就是说，维修长就在船上吧？,そういうこと。,そういうこと。
75158,mp3000_ev,10362,,10359,9991,34086,ch1970071424,blockwise,evo,是的。,さっそく話を聞いてきたらどうだ？,さっそく話を聞いてきたらどうだ？
75159,mp3000_ev,10371,,10362,10009,34087,ch0010071425,blockwise,evo,你们快点去找他吧。,うん、そうするわ。,うん、そうするわ。
75160,mp3000_ev,10374,,10371,10063,34088,ch0020071426,blockwise,evo,嗯，好的。,それでは失礼します。,それでは失礼します。
75162,mp3000_ev,12479,,12468,10631,33396,ch0010071428,blockwise,evo,唔……小姑娘，你们是……？,あ……,あ……
75165,mp3000_ev,12494,,12485,10733,33399,ch0010071431,blockwise,evo,随便靠近可是很危险的。,えっと、実は人を捜してて……,えっと、実は人を捜してて……
75166,mp3000_ev,12497,,12494,10787,33400,ch0020071432,blockwise,evo,啊，我们是来找人的……,グスタフ整備長という方がこちらの船にいらっしゃいませんか？,グスタフ整備長という方がこちらの船にいらっしゃいませんか？
75168,mp3000_ev,12507,,12503,10841,33402,ch0010071434,blockwise,evo,怎么，找我有事啊？,あ、おじさんが整備長さんだったんだ。,あ、おじさんが整備長さんだったんだ。
75169,mp3000_ev,12521,10949,12507,10865,,,unmatched,evo,啊，叔叔，您就是维修长啊？,ラッセル博士から、内燃機関を借りてくるように頼まれたことを説明した。,
75172,mp3000_ev,12543,,12540,11063,33406,ch0010071437,blockwise,evo,要内燃引擎组件……你们来得还真是时候。,へ？,へ？
75174,mp3000_ev,12571,,12547,11105,33408,ch0010071439,blockwise,evo,稍等一下……,ひょっとしてこの船に積んであったのかな？,ひょっとしてこの船に積んであったのかな？
75175,mp3000_ev,12574,,12571,11249,33409,ch0020071440,blockwise,evo,难道就在这艘船上？,うん、そうみたいだね。,うん、そうみたいだね。
75177,mp3000_ev,12646,,12595,11393,33412,ch0010071442,blockwise,evo,给，很重的，小心哦。,わわっ……確かにズッシリ来るわね。,わわっ……確かにズッシリ来るわね。
75178,mp3000_ev,12648,,12646,11645,33413,ch0010071443,blockwise,evo,哇……的确很沉啊。,でも持てない重さじゃないかな。,でも持てない重さじゃないかな。
75181,mp3000_ev,12662,,12658,11807,33416,ch0010071446,blockwise,evo,哈哈哈，我很欣赏你。,あはは、そりゃどーも。,あはは、そりゃどーも。
75182,mp3000_ev,12668,,12662,11741,33417,ch0020071447,blockwise,evo,嘿嘿，过奖啦。,かなり重いけど……持ち運べないほどじゃないですね。,かなり重いけど……持ち運べないほどじゃないですね。
75185,mp3000_ev,12681,,12677,11807,33420,ch0020071450,blockwise,evo,哈哈哈，我很欣赏你。,ありがとうございます。,ありがとうございます。
75188,mp3000_ev,12702,,12699,11921,33423,ch0010071453,blockwise,evo,这东西刚从军方那里还回来，马上就被老爷子借走了。,えっ……,えっ……
75189,mp3000_ev,12705,,12702,23221,33424,ch0020071454,blockwise,evo,哎……,軍から、というと？,軍から、というと？
75193,mp3000_ev,12726,,12720,12047,33428,ch0010071458,blockwise,evo,他们一直用到今天，总算是还回来了。,へ～。たしかに面白い偶然ねぇ。,へ〜。たしかに面白い偶然ねぇ。
75194,mp3000_ev,12729,,12726,12083,33429,ch0020071459,blockwise,evo,嘿～的确是有趣的巧合啊。,…………………………,…………………………
75195,mp3000_ev,12735,,12729,12101,33430,ch0010071460,blockwise,evo,…………………………,ん、どうしたの？,ん、どうしたの？
75196,mp3000_ev,12749,,12735,12137,33431,ch0020071461,blockwise,evo,嗯？怎么了？,いや……何でもないよ。,いや……何でもないよ。
75197,mp3000_ev,12751,,12749,12257,34223,ch0020071462,blockwise,evo,不……没什么。,目的の品も手に入ったし、そろそろ博士の所に戻ろうか？,目的の品も手に入ったし、そろそろ博士の所に戻ろうか？
75198,mp3000_ev,12760,,12751,12227,33433,ch0020071463,blockwise,evo,已经拿到需要的东西了，我们赶快回博士那里吧。,いや……何でもないよ。,いや……何でもないよ。
75199,mp3000_ev,12762,,12760,12257,34224,ch0020071464,blockwise,evo,不……没什么。,残りはガソリンだね。地下にある工場に行こうか？,残りはガソリンだね。地下にある工場に行こうか？
75200,mp3000_ev,12769,,12762,12269,34225,ch0010071465,blockwise,evo,……剩下的就是汽油了。马上去中央工房的地下工厂吧。,ん、わかった。,ん、わかった。
