RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
88045,mp4010_01,2164,1443,1205,,,,unmatched,evo,糟、糟了……都支撑不到交接班了。,先日、なかなか見所のあるご夫人がいらっしゃってな。,
88046,mp4010_01,2166,1455,1213,,,,unmatched,evo,微风迎面吹来，心情真不错。,めでたく我が団の一員として迎えることになったのだ。,
88047,mp4010_01,2168,1419,1215,,,,unmatched,evo,今天的天气不错，连卡鲁迪亚丘陵也能清楚地看到。,うんうん、初心者ながら見事なロッドさばきであった。,
88048,mp4010_01,2176,1443,2164,,,,unmatched,evo,前些日子，来了一位很有前途的女士。,先日、なかなか見所のあるご夫人がいらっしゃってな。,
88049,mp4010_01,2178,1455,2166,,,,unmatched,evo,我们有幸邀请她成为本团的一员。,めでたく我が団の一員として迎えることになったのだ。,
88050,mp4010_01,2190,1479,2168,,,,unmatched,evo,嗯嗯，虽说她是个新手，但使用钓鱼竿的技术不错。,さっきまでずいぶんと外が騒がしかったようだが……,
88051,mp4010_01,2192,1491,2176,,,,unmatched,evo,前些日子，来了一位很有前途的女士。,釣り場であんなに騒がしいやつらがいたら張り倒すところである。,
88052,mp4010_01,2210,1533,2178,,,,unmatched,evo,我们有幸邀请她成为本团的一员。,夜間に外出が禁止になったことで夜釣りができなくなってしまった。,
88053,mp4010_01,2212,1545,2190,,,,unmatched,evo,刚才，外面一直吵吵嚷嚷的……,それどころか他の地方へ釣りに行くこともできなくなってしまったのだ。,
88054,mp4010_01,2214,1593,2192,,,,unmatched,evo,如果在钓点有人也这么吵闹，早就被人揍一顿了。,これは我が団創立以来の誠に由々しき事態である。,
88055,mp4010_01,2222,1581,2210,,,,unmatched,evo,因为禁止夜间外出，所以现在不能去夜钓了。,夜間外出も他の地方へ行くこともできなくなってしまった……,
88056,mp4010_01,2224,1593,2212,,,,unmatched,evo,不但如此，现在就连去外地钓鱼也不行了。,これは我が団創立以来の誠に由々しき事態である。,
88057,mp4010_01,2243,1629,2214,,,,unmatched,evo,这真是我团创立以来遇到的最糟糕的情况了。,今日は天候もよければ釣り場のコンディションも非常によさそうである。,
88058,mp4010_01,2245,1641,2222,,,,unmatched,evo,现在既不能夜间外出，也不能到外地去，真是难办啊……,仕事が終わったら団員と湖へ行ってみるとしよう。,
88059,mp4010_01,2264,1677,2224,,,,unmatched,evo,这真是我团创立以来遇到的最糟糕的情况了。,昨日、初心者だが釣りに対して大変熱意にあふれたお客様がいらっしゃってな。,
88060,mp4010_01,2266,1689,2243,,,,unmatched,evo,今天的天气很好，钓点的条件也非常完美。,心を打たれて同志ぺシュールに手ほどきするよう命じたのだ。,
