RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
95273,mp4040,3411,,7217,7028,9236,ch0540140056,exact,evo,哎呀呀，趁现在好好休息一下吧。,オーブメントの改造などが必要になったらいつでも言うがいい。,オーブメントの改造などが必要になったらいつでも言うがいい。
95274,mp4040,3413,,7773,7612,9237,ch0540140057,exact,evo,成群的凶暴魔兽在此游荡。,王都の店から拝借してきた道具を売ることもできるぞ。,王都の店から拝借してきた道具を売ることもできるぞ。
95275,mp4040,3472,,8695,8545,9234,ch0080140058,exact,evo,大型魔兽在此徘徊。,ここはこの《不動のジン》が守るぜ。,ここはこの《不動のジン》が守るぜ。
95276,mp4040,3474,,3411,3376,9235,ch0080140059,exact,evo,如果需要改造导力器，随时都可以来找我。,お前さんたちは安心して先の様子を探ってきてくれ。,お前さんたちは安心して先の様子を探ってきてくれ。
95277,mp4040,3533,,3413,3388,9232,ch0070140060,exact,evo,另外，我还从王都的商店带来一些道具代卖，你们可以选购。,エステルお姉ちゃん、ヨシュアお兄ちゃん……,エステルお姉ちゃん、ヨシュアお兄ちゃん……
95278,mp4040,3535,,3472,3437,9233,ch0070140061,exact,evo,这里由我《不动阵》来守护。,危なくなったらすぐにここへ戻ってきてね。,危なくなったらすぐにここへ戻ってきてね。
95279,mp4040,3594,,3474,3449,9230,ch0050140062,exact,evo,你们就放心探路吧。,どうだ、ルートは分かったか？,どうだ、ルートは分かったか？
95280,mp4040,3596,,3533,3498,9231,ch0050140063,exact,evo,艾丝蒂尔姐姐、约书亚哥哥……,さっさと大佐を見つけてキツイおしおきをくれてやろうぜ。,さっさと大佐を見つけてキツイおしおきをくれてやろうぜ。
95281,mp4040,3655,,3535,3510,9228,ch0060140064,exact,evo,如果遇到了危险，一定要立刻回来哦。,お祖母さまにはユリアさんがついているからきっと大丈夫です。,お祖母さまにはユリアさんがついているからきっと大丈夫です。
95282,mp4040,3657,,3594,3559,9229,ch0060140065,exact,evo,如何？搞清路线了吗？,２人を信じて今は前へ進まなきゃ……,２人を信じて今は前へ進まなきゃ……
95283,mp4040,3716,,3596,3571,9226,ch0040140066,exact,evo,赶快找到上校，然后狠狠教训他一顿吧。,地下で企む事なんてロクなことじゃないと昔から相場が決まっているものさ。,地下で企む事なんてロクなことじゃないと昔から相場が決まっているものさ。
95284,mp4040,3718,,3655,3620,9227,ch0040140067,exact,evo,祖母有尤莉亚中尉保护，肯定不会有事的。,早いところ大佐を追い詰めて華やかにフィナーレといこうじゃないか。,早いところ大佐を追い詰めて華やかにフィナーレといこうじゃないか。
95285,mp4040,3777,,3657,3632,9224,ch0030140068,vector_search (0.92),evo,我要相信她们，只管不断向前……,大佐がこうまでして欲しがる《輝く環》って一体……,大佐がこうまでして欲しがる《輝く環（オーリオール）》って一体……
95286,mp4040,3779,,3716,3681,9225,ch0030140069,exact,evo,在暗地里图谋的事情一定不是什么好事，这是世间常理。,いずれにしてもあまり歓迎できるものじゃなさそうね。,いずれにしてもあまり歓迎できるものじゃなさそうね。
