RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
64018,mp1100,10039,,10039,8888,9389,ch0010021844,blockwise,evo,已经调查过一遍了，但一个人都没发现……,一通り調べてみたけど誰もいないみたいね……,一通り調べてみたけど誰もいないみたいね……
64019,mp1100,10043,,10043,8912,9390,ch0020021845,blockwise,evo,看样子，那些空贼已经用自己的飞艇把乘客们带走了。,どうやら彼らの船で連れ去られた可能性が高そうだ。,どうやら彼らの船で連れ去られた可能性が高そうだ。
64020,mp1100,10045,,10045,8924,9391,ch0020021846,blockwise,evo,……恐怕是带到了他们的据点。,……たぶん、連中のアジトに。,……たぶん、連中のアジトに。
64021,mp1100,10048,,10048,8942,9392,ch0010021847,blockwise,evo,嗯……,うん……,うん……
64022,mp1100,10051,,10051,8960,10494,ch0010021848,blockwise,evo,好不容易才发现了新线索，结果却是这样……,せっかく手がかりを見つけたと思ったのに……,せっかく手がかりを見つけたと思ったのに……
64023,mp1100,10053,,10053,8972,10495,ch0030021849,blockwise,evo,好啦，不要太沮丧。,ほらほら。そんな辛気くさい顔しないの。,ほらほら。そんな辛気くさい顔しないの。
64024,mp1100,10059,,10059,9008,10496,ch0030021850,blockwise,evo,我们的线索并没有完全中断。,まだ、手がかりが完全に無くなったわけじゃないわ。,まだ、手がかりが完全に無くなったわけじゃないわ。
64025,mp1100,10066,,10066,9050,9396,ch0030021851,blockwise,evo,你们想想，他们为什么要把定期船藏在这种地方呢？,あの連中、どうしてこんな場所に定期船を隠したんだと思う？,あの連中、どうしてこんな場所に定期船を隠したんだと思う？
64026,mp1100,10068,,10068,9062,9397,ch0010021852,blockwise,evo,哎……？,え……？,え……？
64027,mp1100,10070,,10070,9074,9398,ch0030021853,blockwise,evo,正如我们刚才所见，船内的导力已经完全中断了……,見たところ、船内の導力は完全に止まっている……,見たところ、船内の導力は完全に止まっている……
64028,mp1100,10073,,10073,9092,9399,ch0030021854,blockwise,evo,也就是说，导力引擎被他们拆除了。,これはつまり、導力機関が抜き取られたことを意味しているわ。,これはつまり、導力機関（オーバルエンジン）が抜き取られたことを意味しているわ。
64029,mp1100,10075,,10075,9104,9400,ch0030021855,blockwise,evo,因为导力器内的导力会随着时间的流逝而自动恢复。,オーブメントの導力は時間が経てば回復するものだからね。,オーブメントの導力は時間が経てば回復するものだからね。
64030,mp1100,10078,,10078,9122,9401,ch0030021856,blockwise,evo,另外，为了运送船上的大量货物，他们曾经往返航行了很多次。,さらに連中は、大量の積荷を何度も往復して運び去っている。,さらに連中は、大量の積荷を何度も往復して運び去っている。
64031,mp1100,10081,,10081,9140,10502,ch0030021857,blockwise,evo,从效率和风险性的角度来考虑，直接把这艘定期船开到据点不是更好吗？,その手間とリスクを考えたら定期船ごとアジトに運んだ方がはるかに効率がいいと思わない？,その手間とリスクを考えたら定期船ごとアジトに運んだ方がはるかに効率がいいと思わない？
64032,mp1100,10083,,10083,9152,9403,ch0010021858,blockwise,evo,啊，的确如此……,あ、確かに……,あ、確かに……
