RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
61978,mp1010_11,1469,1146,1469,1146,,,unmatched,evo,真是的，这几十年光想着怎么钓鱼……,全く、何十年も釣りばっかりやって……,
61979,mp1010_11,1471,1158,1471,1158,,,unmatched,evo,怎么就不觉得腻呢。,よく飽きないもんだよ。,
61980,mp1010_11,1482,1188,1482,1188,,,unmatched,evo,无论我怎么发脾气，我老伴都会出去钓鱼。,あの人は何度怒鳴りつけてもさっさと釣りに行っちまうんだよ。,
61981,mp1010_11,1484,1200,1484,1200,,,unmatched,evo,我本来都已经懒得再说他了。,あたしゃ、もういい加減諦めてるんだけどね。,
61982,mp1010_11,1486,1212,1486,1212,,,unmatched,evo,但看到他满不在乎地回家，还是忍不住发火了。,呑気そうに帰ってくるのを見るとつい腹が立っちまうのさ。,
61983,mp1010_11,1494,1236,1494,1236,,,unmatched,evo,算了，反正他钓鱼倒是可以帮我解决买菜问题。,ま、釣れた日におかずが助かるのは事実だけどね。,
61984,mp1010_11,1518,1272,1518,1272,,,unmatched,evo,真是的，我为什么会选择他呢。,全く何だってあんな人を選んじまったのかね。,
61985,mp1010_11,1520,1284,1520,1284,,,unmatched,evo,真是我人生中最大的失败啊，想想就觉得羞耻……,人生最大の失敗だよ。あたしゃ情けなくて情けなくて……,
61986,mp1010_11,1529,1308,1529,1308,,,unmatched,evo,我老伴说的话，你们还是不听为好。,うちの爺さんの話なんか聞かないほうがいいよ。,
61987,mp1010_11,1531,1320,1531,1320,,,unmatched,evo,反正净是一些无聊的大话。,どうせ下らない与太話ばかりなんだから。,
61988,mp1010_11,1540,1344,1540,1344,,,unmatched,evo,我老伴可真是的……,全くウチの爺さんときたら……,
61989,mp1010_11,1542,1356,1542,1356,,,unmatched,evo,一声招呼都不打就出门了，好几个小时都不回来。,何も言わずに出かけたまま何時間も帰らないんだよ。,
61990,mp1010_11,1544,1368,1544,1368,,,unmatched,evo,真是一个不顾家的男人啊！,本当に鉄砲玉なんだから！,
61991,mp1010_11,1557,1410,1557,1410,,,unmatched,evo,哼！我不是在为那种事情生气！,あたしゃそんなこと怒ってるんじゃないよ！,
61992,mp1010_11,1559,1422,1559,1422,,,unmatched,evo,我只是想说，在出门之前至少应该先跟我打声招呼。,出かける前にはせめて一声かけていけと言ってるんだ。,
61993,mp1010_11,1567,1446,1567,1446,,,unmatched,evo,真是的，几十年来，一直在说同样的话。,全く何十年同じ事言わせる気だい？,
61994,mp1010_11,1968,1591,1968,1591,,,unmatched,evo,那么～这次去钓什么呢……,さーて、今度は何を釣ってやろうかな……,
61995,mp1010_11,1977,1615,1977,1615,,,unmatched,evo,那家旅馆就在出城后向南走，沿着安塞尔新街走就能看到了。,例の宿屋は街を南から出てアンセル新道沿いに行ったところだ。,
61996,mp1010_11,1979,1627,1979,1627,,,unmatched,evo,因为它就坐落在湖边，应该马上就能够看到。,湖畔にたっている建物だからスグにわかるはずだぜ。,
61997,mp1010_11,2002,1717,2002,1717,,,unmatched,evo,男人嘛，不管长多大，仍然会有孩子气的一面。,男なんて、いくつになっても子供みたいなところがあるもんだ。,
61998,mp1010_11,2004,1681,2004,1681,,,unmatched,evo,他们永远都会追求他们心中的那份浪漫。,いつだってロマンを追いかけたいものなんだよ。,
