RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
57283,mp1000,4705,4280,4705,4280,,,unmatched,evo,原来柏斯的抢劫案件是那些空贼干的啊……,ボースの強盗事件は空賊たちの仕業だったのか……,
57284,mp1000,4707,4292,4707,4292,,,unmatched,evo,事件解决之后，这里也能恢复安稳了。,これでこの地方にも平穏が戻って落ち着くといいね。,
57285,mp1000,4718,4322,4718,4322,,,unmatched,evo,听说柏斯被强盗袭击了？,ボースが強盗に襲われたんだって？,
57286,mp1000,4720,4334,4720,4334,,,unmatched,evo,发生什么事了……我好想现在就赶过去。,何てこったい……今すぐ駆けつけたい気分だよ。,
57287,mp1000,4722,4346,4722,4346,,,unmatched,evo,不过我看到国境师团的飞行船飞过去了，现在应该正在进行调查吧。,もっとも国境師団の飛行船が飛んでいくのが見えたから今頃、調査を行ってるだろうね。,
57288,mp1000,4730,4370,4730,4370,,,unmatched,evo,空贼也好，强盗也好，实在是太过为所欲为了。,空賊といい強盗といい何だかやりたい放題されてるなぁ。,
57289,mp1000,4732,4382,4732,4382,,,unmatched,evo,我想去前线，不想待在关所的守备队。,僕も関所の守備隊じゃなくて前線で働きたいよ。,
57290,mp1000,4744,4406,4744,4406,,,unmatched,evo,听说国境师团逮捕了几个可疑人物。,国境師団が何人か不審人物を逮捕したらしいよ。,
57291,mp1000,4746,4418,4746,4418,,,unmatched,evo,好像一个由粗野的女人孩子率领的集团和一个性情古怪的骗子。不过，他们似乎都不是那起事件的犯人。,凶暴な女子供のグループとヘンテコな詐欺師らしいけどどっちも犯人じゃないみたいだね。,
57292,mp1000,4757,4448,4757,4496,,,unmatched,evo,关所那边还没发来新消息。,今、関所のほうにもなかなか情報が入ってこなくてね。,
57293,mp1000,4759,4508,4759,4508,,,unmatched,evo,目前还不知道王国军会采取怎样的行动。,王国軍がどう動いてるのかいまいち分からないんだよな。,
57294,mp1000,4761,4472,4761,4472,,,unmatched,evo,真让人着急啊……我们也想出动。,歯がゆいな……自分たちも出動したいよ。,
57295,mp1000,4769,4496,4769,4496,,,unmatched,evo,关所那边还没发来新消息。,今、関所のほうにもなかなか正確な情報が入ってこなくてね。,
57296,mp1000,4771,4508,4771,4508,,,unmatched,evo,目前还不知道王国军会采取怎样的行动。,王国軍がどう動いてるのかいまいち分からないんだよな。,
57297,mp1000,4783,4532,4783,4532,,,unmatched,evo,和关所东侧相比，我们西侧的士兵都是经验丰富的老手。,この関所、東側と比べると西側はまだベテラン揃いなんだ。,
57298,mp1000,4785,4544,4785,4544,,,unmatched,evo,戴恩副队长总是我行我素的，但对工作却始终尽心尽力。,ダイン副長はあれでいて仕事はちゃんとする人だしな。,
57299,mp1000,4796,4622,4796,4622,,,unmatched,evo,说起来，那边的阿斯顿队长真了不起啊。,それにしても向こう岸にいるアストン隊長は立派だよなぁ。,
57300,mp1000,4798,4586,4798,4586,,,unmatched,evo,为了锻炼那些新兵，把他们全都安排到自己的小队了。,新兵たちを鍛えなおすために全員、自分のところに配置したんだ。,
57301,mp1000,4800,4634,4800,4634,,,unmatched,evo,他是个为人正派，而且能力很强的人，但总会比别人更加辛苦。,立派で真面目な人だけど人の２倍くらい苦労して生きているんじゃないかなぁ。,
57302,mp1000,4808,4622,4808,4622,,,unmatched,evo,说起来，那边的阿斯顿队长真了不起啊。,それにしても向こう岸にいるアストン隊長は立派だよなぁ。,
57303,mp1000,4810,4634,4810,4634,,,unmatched,evo,他是个为人正派，而且能力很强的人，但总会比别人更加辛苦。,立派で真面目な人だけど人の２倍くらい苦労して生きているんじゃないかなぁ。,
57304,mp1000,4822,4658,4822,4658,,,unmatched,evo,哦，你们要去柏斯吗？,やあ、ボースへ向かうのかい？,
57305,mp1000,4824,4670,4824,4670,,,unmatched,evo,现在可是非常时期。,今は非常時だからね。,
57306,mp1000,4826,4682,4826,4682,,,unmatched,evo,我正在这里盘查，以防可疑人物由柏斯潜逃到洛连特。,ボースからロレントへ行く人の中に不審者がいないかこうやってチェックしてるんだ。,
57307,mp1000,5221,4850,5221,4850,,,unmatched,evo,飞行船好像已经恢复通航了。,飛行船の運航が完全に再開されたみたいだね。,
57308,mp1000,5223,4862,5223,4862,,,unmatched,evo,能将犯人们顺利逮捕，真是太好了。,犯人たちが逮捕されて本当によかったよ。,
57309,mp1000,5232,4886,5232,4886,,,unmatched,evo,虽然定期船已经恢复通航了，但关所的检查哨却仍未取消。,飛行客船は一部復旧したけど関所の検問はまだ続けるんだってさ。,
57310,mp1000,5234,4898,5234,4898,,,unmatched,evo,希望能早日取消盘查……,早く元通りになるといいんだけどね……,
57311,mp1000,5245,4976,5245,4976,,,unmatched,evo,听说西向环线的《赛希莉亚号》已经恢复航行了。,西回りの《セシリア号》が運転を再開したらしいよ。,
57312,mp1000,5247,4988,5247,4988,,,unmatched,evo,所以，由这里通行的人又变少了。,そのおかげか、ここを通る人も少なくなったんだ。,
