RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
53071,mp0000_extk,933,364,933,364,,,unmatched,evo,塞维安那家伙说在执勤时看到了一个女孩。,セルバンのやつが見張りのあいだに女の子を見たとか言うんだよ。,
53072,mp0000_extk,935,376,935,376,,,unmatched,evo,真是的， 多半是因为很久没见到女儿，所以产生幻觉了吧。,もう、ずいぶんと娘に会ってないから幻でも見たんじゃないかな。,
53073,mp0000_extk,944,400,944,400,,,unmatched,evo,这个地方很平静。,このあたりは平穏なものだよ。,
53074,mp0000_extk,946,412,946,412,,,unmatched,evo,看着眼前的风景，真是很难相信这个国家发生了恐怖袭击事件。,ここからの景色を見ているととてもこの国でテロ事件が起きているようには思えないよな。,
53075,mp0000_extk,955,436,955,436,,,unmatched,evo,我昨天看到军用艇从洛连特那边飞向王都了。,昨日ロレント方面から王都に軍用艇が飛んでいくのが見えたよ。,
53076,mp0000_extk,957,448,957,448,,,unmatched,evo,那个时间本应是定期船飞过的时间啊，是不是发生什么紧急事件了？,あの時間はいつもは定期船が通る時間だけど何か緊急事態でもあったのかな。,
53077,mp0000_extk,968,526,968,526,,,unmatched,evo,对了，我之前在周游道看到了一只白隼。,そう言えば、この前周遊道で白いハヤブサを見たんだ。,
53078,mp0000_extk,970,490,970,538,,,unmatched,evo,利贝尔王国的国徽图案就是白隼，据说看到这种鸟的人将会交好运。,白ハヤブサってリベール王国の紋章だし見ると縁起がよくなるそうだよ。,
53079,mp0000_extk,972,502,972,502,,,unmatched,evo,希望诞生庆典和武术大会都能平安无事地落幕……,生誕祭や武術大会が何事もなく終わりますように……,
53080,mp0000_extk,980,526,980,526,,,unmatched,evo,对了，我之前在周游道看到了一只白隼。,そう言えば、この前周遊道で白いハヤブサを見たんだ。,
53081,mp0000_extk,982,538,982,538,,,unmatched,evo,利贝尔王国的国徽图案就是白隼，据说看到这种鸟的人将会交好运。,白いハヤブサってリベール王国の紋章だし見ると縁起がよくなるそうだよ。,
53082,mp0000_extk,994,562,994,562,,,unmatched,evo,我刚才看到一艘定期船从天上飞过。,さっき、飛行客船が上空を通っていったよ。,
53083,mp0000_extk,996,574,996,574,,,unmatched,evo,为了防范恐怖分子，定期船停航了一段时间。看来已经恢复航行了啊。,テロの検問のために止められていたみたいだけどちゃんと運航を再開したんだね。,
53084,mp0000_extk,1005,598,1005,598,,,unmatched,evo,今天的天气很不错。连湖对岸的古罗尼连峰都能看得很清楚。,今日もいい天気だね。湖の向こうのクローネ連峰まではっきりと見えるよ。,
53085,mp0000_extk,1007,610,1007,610,,,unmatched,evo,利贝尔王国的正中央有个瓦雷利亚湖。,リベール王国はまず中央にヴァレリア湖があるだろう？,
53086,mp0000_extk,1009,622,1009,622,,,unmatched,evo,瓦雷利亚湖环山傍海，无论从哪个角度看，风景都十分优美。,そして四方を海と山に囲まれているからどこにいても景色が抜群なんだよな。,
53087,mp0000_extk,1018,646,1018,646,,,unmatched,evo,我看到一艘古怪的飞行船在神秘森林那一带起降。,ミストヴァルトのほうに怪しい飛行船が離着陸するのが見えたんだ。,
