RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
58027,mp1000_ev,7310,6112,7310,,,,unmatched,evo,咦……,あれ……,
58029,mp1000_ev,7375,,7375,,10652,ch0030020323,blockwise,evo,库拉茨，好久不见。,グラッツ、久しぶりね。,グラッツ、久しぶりね。
58030,mp1000_ev,7379,,7379,,10653,ch0030020324,blockwise,evo,你在这种地方做什么？,何してるの、こんなところで？,何してるの、こんなところで？
58034,mp1000_ev,7400,,7400,,10657,ch0030020328,blockwise,evo,原来如此，真是辛苦你了。,なるほど、ご苦労さまね。,なるほど、ご苦労さまね。
58037,mp1000_ev,7418,,7418,,10660,ch0030020331,blockwise,evo,正是。……怎么？有什么问题吗？,そのつもりだけど。……なによ、何かあるの？,そのつもりだけど。……なによ、何かあるの？
58041,mp1000_ev,7476,,7476,,10664,ch0010020335,blockwise,evo,他们怎么都吞吞吐吐……阿斯顿先生之前也是这样。,アストンさんといい……なんか引っかかる言い方よね。,アストンさんといい……なんか引っかかる言い方よね。
58042,mp1000_ev,7481,,7481,,10665,ch0020020336,blockwise,evo,似乎有什么不便透露的内情，而且应该与游击士协会有关。,事情がありそうだね。それも遊撃士協会がらみで。,事情がありそうだね。それも遊撃士協会がらみで。
58043,mp1000_ev,7489,,7489,,10666,ch0030020337,blockwise,evo,好啦，我们只要照他说的，到柏斯分部问问，就会了解情况了。,ま、彼の言うとおりボース支部で聞けば分かるわ。,ま、彼の言うとおりボース支部で聞けば分かるわ。
58044,mp1000_ev,7495,,7495,,10667,ch0030020338,blockwise,evo,继续赶路吧。,さあ、先を急ぐわよ。,さあ、先を急ぐわよ。
58060,mp1000_ev,9645,,9645,,11317,ch0360020631,blockwise,evo,……那么，各位，这件事就拜托你们了。,……それでは皆さん。どうかよろしくお願いします。,……それでは皆さん。どうかよろしくお願いします。
58061,mp1000_ev,9648,,9648,,11318,ch0010020632,blockwise,evo,嗯！交给我们吧！如果得到了消息，我们就去通知您。,うん、任せといて！何か判ったら知らせに行くから。,うん、任せといて！何か判ったら知らせに行くから。
58062,mp1000_ev,9650,,9650,,11319,ch0360020633,blockwise,evo,期待你们的好消息。,朗報に期待していますわ。,朗報に期待していますわ。
58063,mp1000_ev,9654,,9654,,11320,ch0360020634,blockwise,evo,那么，一路平安。,それでは、ごきげんよう。,それでは、ごきげんよう。
58064,mp1000_ev,9658,,9658,,11321,ch0370020635,blockwise,evo,……告辞。,……失礼いたします。,……失礼いたします。
