RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
64568,mp2000,7401,,7401,7130,26770,ch0270060048,blockwise,evo,哟，这不是艾丝蒂尔和约书亚嘛。,お、エステルにヨシュアじゃないか。,お、エステルにヨシュアじゃないか。
64569,mp2000,7403,,7403,7142,26771,ch0270060049,blockwise,evo,你们怎么会在这里的？,どうしたんだ、こんなところで。,どうしたんだ、こんなところで。
64570,mp2000,7405,,7405,7154,26772,ch0010060050,blockwise,evo,啊，奈尔……,あ、ナイアル……,あ、ナイアル……
64571,mp2000,7407,,7407,7166,26773,ch0010060051,blockwise,evo,连你也来这里玩啊？,あんたまで遊びにきたの？,あんたまで遊びにきたの？
64572,mp2000,7409,,7409,7178,26774,ch0020060052,blockwise,evo,肯定是因为王立学园邀请了各界的名人嘛。,学園祭には色々な業界人も呼ばれていますからね。,学園祭には色々な業界人も呼ばれていますからね。
64573,mp2000,7411,,7411,7190,26775,ch0020060053,blockwise,evo,奈尔先生是来这里取材的吧？,ひょっとして取材の一環ですか？,ひょっとして取材の一環ですか？
64574,mp2000,7413,,7413,7202,26776,ch0270060054,blockwise,evo,嗯，差不多啦。,ま、そんなとこかな。,ま、そんなとこかな。
64575,mp2000,7415,,7415,7214,26777,ch0270060055,blockwise,evo,不过，现在正好有点饿了。,その前にちょうどハラ減ってたとこなんだ。,その前にちょうどハラ減ってたとこなんだ。
64576,mp2000,7417,,7417,7226,26778,ch0270060056,blockwise,evo,买点吃的填肚子吧。,腹ごしらえしていくとするか。,腹ごしらえしていくとするか。
64577,mp2000,7425,,7425,7250,26779,ch0270060057,blockwise,evo,现在正好有点饿了，买点吃的填肚子吧。,ちょうどハラ減ってたとこだし腹ごしらえしていくとするか。,ちょうどハラ減ってたとこだし腹ごしらえしていくとするか。
64578,mp2000,7437,,7437,7274,21142,ch0270050979,blockwise,evo,哟，我准备回格兰赛尔办点事情。,よう、ちょっとグランセルに用事ができちまってな。,よう、ちょっとグランセルに用事ができちまってな。
64579,mp2000,7439,,7439,7286,21143,ch0270050980,blockwise,evo,现在正在等着别人退票。,搭乗チケットのキャンセル待ちをしてるところなんだ。,搭乗チケットのキャンセル待ちをしてるところなんだ。
