RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
74134,mp3000,9657,,9657,9582,35491,ch2120181571,blockwise,evo,呼，建筑物里都是烟，好讨厌呀。,ふう、建物中がまだ煙っぽくって嫌になるわ。,ふう、建物中がまだ煙っぽくって嫌になるわ。
74135,mp3000,9659,,9659,9480,35492,ch2120181572,blockwise,evo,……唔，这种情况下还是不要谈工作的事了。,……と、言うわけだから今日はもう仕事の話はなしよ。,……と、言うわけだから今日はもう仕事の話はなしよ。
74136,mp3000,9661,,9661,9432,35490,ch2120181573,blockwise,evo,真是不好意思，明天再把书给我吧。,悪いけど、本はまた明日持ってきてちょうだい。,悪いけど、本はまた明日持ってきてちょうだい。
74137,mp3000,9674,,9674,9582,35491,ch2120181571,blockwise,evo,呼，建筑物里都是烟，好讨厌呀。,ふう、建物中がまだ煙っぽくって嫌になるわ。,ふう、建物中がまだ煙っぽくって嫌になるわ。
74138,mp3000,9676,,9676,9480,35492,ch2120181572,blockwise,evo,……唔，这种情况下还是不要谈工作的事了。,……と、言うわけだから今日はもう仕事の話はなしよ。,……と、言うわけだから今日はもう仕事の話はなしよ。
74139,mp3000,9678,,9678,9492,35493,ch2120181576,blockwise,evo,委托的事只好拖到明天了。,依頼の話ならまた明日にしてちょうだい。,依頼の話ならまた明日にしてちょうだい。
74140,mp3000,9686,9552,9686,9552,,,unmatched,evo,呼，因为刚才拼命地跑，身上的肌肉痛得受不了。,ふう、さっき走っちゃったせいで体中の筋肉が痛くてしょうがないわ。,
74141,mp3000,9688,9594,9688,9594,,,unmatched,evo,今天还是早点回家吧。不管再发生什么我都要回家。,はあ、今日はさっさと帰りましょ。何があっても絶対に帰るわよ。,
74142,mp3000,9700,9552,9700,9552,,,unmatched,evo,呼，因为刚才拼命地跑，身上的肌肉痛得受不了。,ふう、さっき走っちゃったせいで体中の筋肉が痛くてしょうがないわ。,
74143,mp3000,9702,9594,9702,9594,,,unmatched,evo,今天还是早点回家吧。不管再发生什么我都要回家。,はあ、今日はさっさと帰りましょ。何があっても絶対に帰るわよ。,
74144,mp3000,9709,9582,9709,9582,,,unmatched,evo,呼，建筑物里都是烟，好讨厌呀。,ふう、建物中が煙っぽくって嫌になるわね。,
